Article name,SCIP number,Identifier,SVHC contained:,CAS:,ROHS Exemption:,Last Updated
Filter LF-*,61495bf3-4345-4f1d-87a3-774a37bd13bf,186463,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter LF-*,61495bf3-4345-4f1d-87a3-774a37bd13bf,186464,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter LF-*,61495bf3-4345-4f1d-87a3-774a37bd13bf,186465,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter LF-*,61495bf3-4345-4f1d-87a3-774a37bd13bf,186466,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter LF-*,61495bf3-4345-4f1d-87a3-774a37bd13bf,192551,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter LF-*,61495bf3-4345-4f1d-87a3-774a37bd13bf,192552,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter LF-*,61495bf3-4345-4f1d-87a3-774a37bd13bf,192553,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter LF-*,61495bf3-4345-4f1d-87a3-774a37bd13bf,192554,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter LF-*,61495bf3-4345-4f1d-87a3-774a37bd13bf,192555,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter LF-*,61495bf3-4345-4f1d-87a3-774a37bd13bf,192556,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter LF-*,61495bf3-4345-4f1d-87a3-774a37bd13bf,192557,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter LF-*,61495bf3-4345-4f1d-87a3-774a37bd13bf,192558,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter LF-*,61495bf3-4345-4f1d-87a3-774a37bd13bf,192559,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter LF-*,61495bf3-4345-4f1d-87a3-774a37bd13bf,192560,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter LF-*,61495bf3-4345-4f1d-87a3-774a37bd13bf,192561,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter LF-*,61495bf3-4345-4f1d-87a3-774a37bd13bf,192562,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter LF-*,61495bf3-4345-4f1d-87a3-774a37bd13bf,192865,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter LF-*,61495bf3-4345-4f1d-87a3-774a37bd13bf,196307,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter LF-*,61495bf3-4345-4f1d-87a3-774a37bd13bf,3075613,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter LF-*,61495bf3-4345-4f1d-87a3-774a37bd13bf,542928,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter LF-*,61495bf3-4345-4f1d-87a3-774a37bd13bf,546282,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,162626,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,162627,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,162628,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,162629,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,162630,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,162631,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,162632,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,162633,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,162634,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,162635,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,162636,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,162637,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,162638,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,162639,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,162640,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,162641,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,173708,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,173709,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,173710,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,173711,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,173712,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,173713,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,173714,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,173715,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,173716,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,173717,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,173718,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,173719,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,173720,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,173721,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,173722,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,173723,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,186467,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,186468,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,186473,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,186474,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,192569,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,192570,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,192571,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,192572,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,192573,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,192574,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,532811,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,532812,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,532813,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,532814,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,532815,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,532816,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,532817,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,532818,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,532819,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,532820,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,532821,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,532822,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,532823,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,532824,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,532825,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,532826,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,532827,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,532828,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,532829,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,532830,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,532831,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,532832,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,532833,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,532834,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,532835,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Fine filter LFMB-*,c9000cdf-40e4-4f51-a676-d9c7130e0070,532836,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter combination LFMBA-*,a0216594-a0f0-4455-8da9-8751c836b072,162658,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter combination LFMBA-*,a0216594-a0f0-4455-8da9-8751c836b072,162659,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter combination LFMBA-*,a0216594-a0f0-4455-8da9-8751c836b072,162660,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter combination LFMBA-*,a0216594-a0f0-4455-8da9-8751c836b072,162661,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter combination LFMBA-*,a0216594-a0f0-4455-8da9-8751c836b072,162662,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter combination LFMBA-*,a0216594-a0f0-4455-8da9-8751c836b072,162663,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter combination LFMBA-*,a0216594-a0f0-4455-8da9-8751c836b072,162664,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter combination LFMBA-*,a0216594-a0f0-4455-8da9-8751c836b072,162665,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter combination LFMBA-*,a0216594-a0f0-4455-8da9-8751c836b072,162666,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter combination LFMBA-*,a0216594-a0f0-4455-8da9-8751c836b072,162667,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter combination LFMBA-*,a0216594-a0f0-4455-8da9-8751c836b072,162668,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter combination LFMBA-*,a0216594-a0f0-4455-8da9-8751c836b072,162669,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter combination LFMBA-*,a0216594-a0f0-4455-8da9-8751c836b072,162670,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter combination LFMBA-*,a0216594-a0f0-4455-8da9-8751c836b072,162671,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter combination LFMBA-*,a0216594-a0f0-4455-8da9-8751c836b072,162672,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter combination LFMBA-*,a0216594-a0f0-4455-8da9-8751c836b072,162673,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter combination LFMBA-*,a0216594-a0f0-4455-8da9-8751c836b072,173740,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter combination LFMBA-*,a0216594-a0f0-4455-8da9-8751c836b072,173741,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter combination LFMBA-*,a0216594-a0f0-4455-8da9-8751c836b072,173742,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter combination LFMBA-*,a0216594-a0f0-4455-8da9-8751c836b072,173743,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter combination LFMBA-*,a0216594-a0f0-4455-8da9-8751c836b072,173744,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter combination LFMBA-*,a0216594-a0f0-4455-8da9-8751c836b072,173745,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter combination LFMBA-*,a0216594-a0f0-4455-8da9-8751c836b072,173746,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter combination LFMBA-*,a0216594-a0f0-4455-8da9-8751c836b072,173747,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter combination LFMBA-*,a0216594-a0f0-4455-8da9-8751c836b072,173748,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter combination LFMBA-*,a0216594-a0f0-4455-8da9-8751c836b072,173749,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter combination LFMBA-*,a0216594-a0f0-4455-8da9-8751c836b072,173750,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter combination LFMBA-*,a0216594-a0f0-4455-8da9-8751c836b072,173751,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter combination LFMBA-*,a0216594-a0f0-4455-8da9-8751c836b072,173752,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter combination LFMBA-*,a0216594-a0f0-4455-8da9-8751c836b072,173753,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter combination LFMBA-*,a0216594-a0f0-4455-8da9-8751c836b072,173754,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter combination LFMBA-*,a0216594-a0f0-4455-8da9-8751c836b072,173755,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter combination LFMBA-*,a0216594-a0f0-4455-8da9-8751c836b072,186471,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter combination LFMBA-*,a0216594-a0f0-4455-8da9-8751c836b072,186472,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter combination LFMBA-*,a0216594-a0f0-4455-8da9-8751c836b072,186477,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter combination LFMBA-*,a0216594-a0f0-4455-8da9-8751c836b072,186478,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter combination LFMBA-*,a0216594-a0f0-4455-8da9-8751c836b072,532863,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter combination LFMBA-*,a0216594-a0f0-4455-8da9-8751c836b072,532864,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter combination LFMBA-*,a0216594-a0f0-4455-8da9-8751c836b072,532865,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter combination LFMBA-*,a0216594-a0f0-4455-8da9-8751c836b072,532866,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter combination LFMBA-*,a0216594-a0f0-4455-8da9-8751c836b072,532867,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter combination LFMBA-*,a0216594-a0f0-4455-8da9-8751c836b072,532868,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter combination LFMBA-*,a0216594-a0f0-4455-8da9-8751c836b072,532869,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter combination LFMBA-*,a0216594-a0f0-4455-8da9-8751c836b072,532870,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter combination LFMBA-*,a0216594-a0f0-4455-8da9-8751c836b072,532871,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter combination LFMBA-*,a0216594-a0f0-4455-8da9-8751c836b072,532872,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter combination LFMBA-*,a0216594-a0f0-4455-8da9-8751c836b072,532873,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter combination LFMBA-*,a0216594-a0f0-4455-8da9-8751c836b072,532874,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter combination LFMBA-*,a0216594-a0f0-4455-8da9-8751c836b072,532875,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter combination LFMBA-*,a0216594-a0f0-4455-8da9-8751c836b072,532876,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter combination LFMBA-*,a0216594-a0f0-4455-8da9-8751c836b072,532877,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter combination LFMBA-*,a0216594-a0f0-4455-8da9-8751c836b072,532878,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter combination LFMBA-*,a0216594-a0f0-4455-8da9-8751c836b072,532879,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter combination LFMBA-*,a0216594-a0f0-4455-8da9-8751c836b072,532880,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter combination LFMBA-*,a0216594-a0f0-4455-8da9-8751c836b072,532881,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter combination LFMBA-*,a0216594-a0f0-4455-8da9-8751c836b072,532882,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Precision pressure regulator MS6(N)-LRP(B)/LRP-*,65c50799-a9af-41fe-ad75-a3f5f5565379,2416371,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Precision pressure regulator MS6(N)-LRP(B)/LRP-*,65c50799-a9af-41fe-ad75-a3f5f5565379,2418761,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Precision pressure regulator MS6(N)-LRP(B)/LRP-*,65c50799-a9af-41fe-ad75-a3f5f5565379,535007,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Precision pressure regulator MS6(N)-LRP(B)/LRP-*,65c50799-a9af-41fe-ad75-a3f5f5565379,535008,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Precision pressure regulator MS6(N)-LRP(B)/LRP-*,65c50799-a9af-41fe-ad75-a3f5f5565379,538028,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Precision pressure regulator MS6(N)-LRP(B)/LRP-*,65c50799-a9af-41fe-ad75-a3f5f5565379,538053,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter regulator LFR(F)-*,1ed1a7c7-b1c1-4279-8312-d7b460a7152b,526273,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter regulator LFR(F)-*,1ed1a7c7-b1c1-4279-8312-d7b460a7152b,526274,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter regulator LFR(F)-*,1ed1a7c7-b1c1-4279-8312-d7b460a7152b,526275,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter regulator LFR(F)-*,1ed1a7c7-b1c1-4279-8312-d7b460a7152b,526276,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter regulator LFR(F)-*,1ed1a7c7-b1c1-4279-8312-d7b460a7152b,526277,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter regulator LFR(F)-*,1ed1a7c7-b1c1-4279-8312-d7b460a7152b,526278,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter regulator LFR(F)-*,1ed1a7c7-b1c1-4279-8312-d7b460a7152b,526279,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter regulator LFR(F)-*,1ed1a7c7-b1c1-4279-8312-d7b460a7152b,526280,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter regulator LFR(F)-*,1ed1a7c7-b1c1-4279-8312-d7b460a7152b,526289,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter regulator LFR(F)-*,1ed1a7c7-b1c1-4279-8312-d7b460a7152b,526290,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter regulator LFR(F)-*,1ed1a7c7-b1c1-4279-8312-d7b460a7152b,526291,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter regulator LFR(F)-*,1ed1a7c7-b1c1-4279-8312-d7b460a7152b,526292,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter regulator LFR(F)-*,1ed1a7c7-b1c1-4279-8312-d7b460a7152b,526293,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter regulator LFR(F)-*,1ed1a7c7-b1c1-4279-8312-d7b460a7152b,526294,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter regulator LFR(F)-*,1ed1a7c7-b1c1-4279-8312-d7b460a7152b,526295,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter regulator LFR(F)-*,1ed1a7c7-b1c1-4279-8312-d7b460a7152b,526296,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter regulator LFR(F)-*,1ed1a7c7-b1c1-4279-8312-d7b460a7152b,534184,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter regulator LFR(F)-*,1ed1a7c7-b1c1-4279-8312-d7b460a7152b,534185,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter regulator LFR(F)-*,1ed1a7c7-b1c1-4279-8312-d7b460a7152b,534186,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter regulator LFR(F)-*,1ed1a7c7-b1c1-4279-8312-d7b460a7152b,534187,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter regulator LFR(F)-*,1ed1a7c7-b1c1-4279-8312-d7b460a7152b,552398,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter regulator LFR(F)-*,1ed1a7c7-b1c1-4279-8312-d7b460a7152b,552399,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter regulator LFR(F)-*,1ed1a7c7-b1c1-4279-8312-d7b460a7152b,552400,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter regulator LFR(F)-*,1ed1a7c7-b1c1-4279-8312-d7b460a7152b,552401,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter regulator LFR(F)-*,1ed1a7c7-b1c1-4279-8312-d7b460a7152b,552402,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter regulator LFR(F)-*,1ed1a7c7-b1c1-4279-8312-d7b460a7152b,552403,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter regulator LFR(F)-*,1ed1a7c7-b1c1-4279-8312-d7b460a7152b,552404,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter regulator LFR(F)-*,1ed1a7c7-b1c1-4279-8312-d7b460a7152b,552405,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter regulator LFR(F)-*,1ed1a7c7-b1c1-4279-8312-d7b460a7152b,552406,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
