Article name,SCIP number,Identifier,SVHC contained:,CAS:,ROHS Exemption:,Last Updated
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,162581,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,162585,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,162586,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,162587,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,162593,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,162594,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,162595,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,162601,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,162602,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,162603,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,173656,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,173657,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,173658,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,173659,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,173660,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,173661,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,173662,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,173663,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,173664,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,173665,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,173666,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,173667,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,186451,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,186452,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,186453,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,186454,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,192310,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,192311,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,192312,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,192313,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,192314,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,192315,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,192316,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,192317,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,192318,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,192319,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,192320,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,192321,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,192322,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,192323,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,192324,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,192325,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,194626,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,194627,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,194628,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,194629,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,194630,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,194631,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,194632,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,194633,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,194634,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,194635,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,194636,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,194637,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,194638,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,194639,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,194640,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,194641,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,194642,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,194643,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,194644,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,194645,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,194646,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,194647,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,194648,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,194649,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,194650,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,194651,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,194652,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,194653,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,194654,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,194655,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,194656,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,194657,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,194686,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,194687,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,197538,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,197539,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,526261,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,526262,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,526263,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,526264,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,526265,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,526266,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,526269,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,526270,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,526271,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,526272,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,533578,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,534180,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,534181,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,537664,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,539135,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,539136,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,539756,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,541488,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,549317,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,550097,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,551998,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,552268,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,570337,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,572063,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,8002256,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,8002257,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,8002287,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,8002291,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,8002292,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,8002293,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,8002368,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,8002369,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,8002371,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,8002394,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,8002395,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,8002396,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,8002397,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,8025505,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,8034664,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,8036053,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,8037017,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,8037018,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,8037019,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,8064833,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,8119295,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Pressure regulator LR-*/LRS-*/LRBS-*/D-*,b71af7a4-03dd-4eff-9bb6-7bde63ba1bdb,8131670,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter LF-*,61495bf3-4345-4f1d-87a3-774a37bd13bf,159576,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter LF-*,61495bf3-4345-4f1d-87a3-774a37bd13bf,159577,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter LF-*,61495bf3-4345-4f1d-87a3-774a37bd13bf,159578,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter LF-*,61495bf3-4345-4f1d-87a3-774a37bd13bf,159579,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter LF-*,61495bf3-4345-4f1d-87a3-774a37bd13bf,159612,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter LF-*,61495bf3-4345-4f1d-87a3-774a37bd13bf,159613,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter LF-*,61495bf3-4345-4f1d-87a3-774a37bd13bf,159614,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter LF-*,61495bf3-4345-4f1d-87a3-774a37bd13bf,159615,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter LF-*,61495bf3-4345-4f1d-87a3-774a37bd13bf,159616,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter LF-*,61495bf3-4345-4f1d-87a3-774a37bd13bf,159617,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter LF-*,61495bf3-4345-4f1d-87a3-774a37bd13bf,159618,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter LF-*,61495bf3-4345-4f1d-87a3-774a37bd13bf,159619,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter LF-*,61495bf3-4345-4f1d-87a3-774a37bd13bf,162606,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter LF-*,61495bf3-4345-4f1d-87a3-774a37bd13bf,162607,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter LF-*,61495bf3-4345-4f1d-87a3-774a37bd13bf,162608,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter LF-*,61495bf3-4345-4f1d-87a3-774a37bd13bf,162609,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter LF-*,61495bf3-4345-4f1d-87a3-774a37bd13bf,162610,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter LF-*,61495bf3-4345-4f1d-87a3-774a37bd13bf,162611,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter LF-*,61495bf3-4345-4f1d-87a3-774a37bd13bf,162612,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter LF-*,61495bf3-4345-4f1d-87a3-774a37bd13bf,162613,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter LF-*,61495bf3-4345-4f1d-87a3-774a37bd13bf,162614,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter LF-*,61495bf3-4345-4f1d-87a3-774a37bd13bf,162615,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter LF-*,61495bf3-4345-4f1d-87a3-774a37bd13bf,162616,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
Filter LF-*,61495bf3-4345-4f1d-87a3-774a37bd13bf,162617,Perfluorobutane sulfonic acid (PFBS) and its salts,,,2022-10-28
